fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem,score_final
BRDE,outro,Brasil,oportunidade,EDITAIS BANCO VERDE BRDE. O Banco Verde O Banco da Sustentabilidade EDITAIS BANCO VERDE Leia a notícia na íntegra Veja o vídeo,outro,nao identificado,nao identificado,audiovisual,,42,,https://www.brde.com.br/fundo-verde/,https://brde.com.br/,42
financiamento,outro,Internacional,oportunidade,"Funding Funding Close Funding Open Funding Funding Close Funding Open Funding Supporting B.C. creators, entrepreneurs and companies with strategic investment to develop their projects, gain access to new markets, and build stronger global partnerships. Funding Programs All Creative Industries Book Publishing Interactive Digital Media Domestic Motion Picture Magazine Publishing Music + Sound Recording Related Links Funding Recipients Logos + Brand News Calenda",mercado,mercado,mercado_pitch_coproducao,cultura,,21,,https://creativebc.com/funding-programs,https://creativebc.com/motion-picture-tax-credits/apply-for-tax-credits-online,41
BRDE,outro,Brasil,oportunidade,Leia a notícia na íntegra BRDE. O Banco Verde O Banco da Sustentabilidade EDITAIS BANCO VERDE Leia a notícia na íntegra Veja o vídeo,outro,nao identificado,nao identificado,audiovisual,,40,,https://www.brde.com.br/noticia/brde-consolida-banco-verde-ao-integrar-entidade-que-certifica-negocios-ligados-a-biodiversidade-e-esg/,https://brde.com.br/,40
Busan International Film Festival,internacional,Não identificado,oportunidade,News [BIFF Press Release] Applications now open for the CHANEL X BIFF Asian Film Academy 2026! 2026-04-06,formacao,nao identificado,formacao_mentoria,audiovisual,,29,2026,https://biff.kr/eng/artyboard/mboard.asp?action=view&strBoardID=9611_05&intSeq=101835,https://biff.kr,39
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Audiovisual Audiovisual Programa de Desenvolvimento do Audiovisual Mineiro,outro,desenvolvimento,desenvolvimento_roteiro,audiovisual,,37,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/duvidas-frequentes,37
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Audiovisual Audiovisual Programa de Desenvolvimento do Audiovisual Mineiro,outro,desenvolvimento,desenvolvimento_roteiro,audiovisual,,37,,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,https://www.secult.mg.gov.br/editais/fundo-estadual-de-cultura-fec/editais-fec,37
FCC - Fundação Catarinense de Cultura - HOME,federal,Brasil,oportunidade,Lei Paulo Gustavo em SC Lei Paulo Gustavo em SC Sobre a Lei Audiovisual Demais áreas Logotipos,outro,nao identificado,nao identificado,audiovisual,,35,,https://cultura.sc.gov.br/editais-e-acoes/lei-paulo-gustavo-em-sc,https://cultura.sc.gov.br,35
Fundacao Catarinense de Cultura,federal,Brasil,oportunidade,Lei Paulo Gustavo em SC Lei Paulo Gustavo em SC Sobre a Lei Audiovisual Demais áreas Logotipos,outro,nao identificado,nao identificado,audiovisual,,35,,https://fcc.sc.gov.br/editais-e-acoes/lei-paulo-gustavo-em-sc,https://fcc.sc.gov.br/programacao,35
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,"+ - Não sou profissional do audiovisual, posso participar dos editais de 02 a 06 destinados ao audiovisual? Click to collapse Lei Paulo Gustavo 21 Julho 2023 Dúvidas A Secretaria de Estado de Cultura e Turismo esclarece as principais dúvidas para manter a transparência do processo relacionado à Lei Paulo Gustavo em Minas Gerais. Reunimos abaixo lives de esclarecimentos e os questionamentos mais frequentes com as respectivas respostas, a fim de sanar as principais dúvidas e compartilhar com o público as informações",outro,nao identificado,nao identificado,audiovisual,,35,2023,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,35
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Audiovisual Audiovisual Programa de Desenvolvimento do Audiovisual Mineiro,outro,desenvolvimento,desenvolvimento_roteiro,audiovisual,,35,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,35
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Quem pode participar e segmentos abrangidos nos cinco (5) editais destinados ao Audiovisual,outro,nao identificado,nao identificado,audiovisual,,35,,https://www.secult.mg.gov.br/download/category/27-outros-editais?download=3198:audiovisual,https://www.secult.mg.gov.br/editais/editais-02-ao-11/editais-lpg,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2020,https://secult.es.gov.br/editais-2020,https://secult.es.gov.br/editais-2020,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2016,https://secult.es.gov.br/editais-2016-2,https://secult.es.gov.br/editais-2016-2,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,,https://secult.es.gov.br/editais-lei-paulo-gustavo,https://secult.es.gov.br/editais-lei-paulo-gustavo,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,,https://secult.es.gov.br/editais2019,https://secult.es.gov.br/editais2019,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2022,https://secult.es.gov.br/editais-2022,https://secult.es.gov.br/editais-2022,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2023,https://secult.es.gov.br/Editais-2023,https://secult.es.gov.br/Editais-2023,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2024,https://secult.es.gov.br/editais-2024,https://secult.es.gov.br/editais-2024,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,,https://secult.es.gov.br/editaisdechamamento,https://secult.es.gov.br/editaisdechamamento,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2018,https://secult.es.gov.br/editais-2018,https://secult.es.gov.br/editais-2018,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2021,https://secult.es.gov.br/editais-2021,https://secult.es.gov.br/editais-2021,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2017,https://secult.es.gov.br/editais-2017,https://secult.es.gov.br/editais-2017,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2026,https://secult.es.gov.br/editais-2026,https://secult.es.gov.br/editais-2026,35
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,35,2025,https://secult.es.gov.br/ciclo-2025-editais,https://secult.es.gov.br/ciclo-2025-editais,35
Fundo Setorial do Audiovisual - FSA,federal,Brasil,oportunidade,Mercado Audiovisual,mercado,nao identificado,mercado_pitch_coproducao,audiovisual,,25,,https://www.gov.br/ancine/pt-br/oca/paineis-interativos-1/paineis-interativos-subsecao-mercado-audiovisual,https://www.gov.br/ancine/pt-br/fsa,35
Secult ES,estadual,Brasil,oportunidade,Vídeos Tutoriais,outro,festival_inscricao,nao identificado,audiovisual,,34,,https://secult.es.gov.br/Noticia/secult-divulga-videos-tutoriais-de-inscricao-para-o-mapa-cultural-es,https://secult.es.gov.br/edital-de-selecao-de-profissionais-para-comissoes-julgadoras-do-funcultura,34
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,audiovisual,,24,,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro/94-transparencia/6265-transparencia,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro/94-transparencia/6265-transparencia,34
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,audiovisual,,24,,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro,34
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Cultura Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública Simplificada Contato Dúvidas Legislação Readequa Cultura Comissões de Cultura Cefic COPEFIC Cultura Viva Fundo Estadual de Cultura (FEC) Lei Estadual de Incentivo à Cultura (LEIC) Lei Aldir Blanc (LAB) Sobre Editais Lei Paulo Gustavo (LPG) Comissão e Subcomissões Consulta Pública,lab,nao identificado,formacao_mentoria,audiovisual,,24,,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro/152-audiovisual?layout=,https://www.secult.mg.gov.br/a-secretaria/audiovisual/prog-de-desenvolv-do-audiovisual-mineiro/152-audiovisual?layout=,34
